period,respondent,respondent-name,type,type-name,value,value-units
2024-05-03T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69534,megawatthours
2024-05-03T04,PJM,"PJM Interconnection, LLC",D,Demand,84898,megawatthours
2024-05-03T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72717,megawatthours
2024-05-03T03,PJM,"PJM Interconnection, LLC",D,Demand,92131,megawatthours
2024-05-03T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74928,megawatthours
2024-05-03T02,PJM,"PJM Interconnection, LLC",D,Demand,99371,megawatthours
2024-05-03T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74975,megawatthours
2024-05-03T01,PJM,"PJM Interconnection, LLC",D,Demand,103759,megawatthours
2024-05-03T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75743,megawatthours
2024-05-03T00,PJM,"PJM Interconnection, LLC",D,Demand,106531,megawatthours
2024-05-02T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76422,megawatthours
2024-05-02T23,PJM,"PJM Interconnection, LLC",D,Demand,109183,megawatthours
2024-05-02T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76492,megawatthours
2024-05-02T22,PJM,"PJM Interconnection, LLC",D,Demand,109342,megawatthours
2024-05-02T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76669,megawatthours
2024-05-02T21,PJM,"PJM Interconnection, LLC",D,Demand,107355,megawatthours
2024-05-02T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76941,megawatthours
2024-05-02T20,PJM,"PJM Interconnection, LLC",D,Demand,104040,megawatthours
2024-05-02T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76845,megawatthours
2024-05-02T19,PJM,"PJM Interconnection, LLC",D,Demand,100868,megawatthours
2024-05-02T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75810,megawatthours
2024-05-02T18,PJM,"PJM Interconnection, LLC",D,Demand,97160,megawatthours
2024-05-02T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74858,megawatthours
2024-05-02T17,PJM,"PJM Interconnection, LLC",D,Demand,93477,megawatthours
2024-05-02T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73395,megawatthours
2024-05-02T16,PJM,"PJM Interconnection, LLC",D,Demand,90394,megawatthours
2024-05-02T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71896,megawatthours
2024-05-02T15,PJM,"PJM Interconnection, LLC",D,Demand,87865,megawatthours
2024-05-02T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70147,megawatthours
2024-05-02T14,PJM,"PJM Interconnection, LLC",D,Demand,86149,megawatthours
2024-05-02T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68634,megawatthours
2024-05-02T13,PJM,"PJM Interconnection, LLC",D,Demand,84478,megawatthours
2024-05-02T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65933,megawatthours
2024-05-02T12,PJM,"PJM Interconnection, LLC",D,Demand,82095,megawatthours
2024-05-02T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62217,megawatthours
2024-05-02T11,PJM,"PJM Interconnection, LLC",D,Demand,78521,megawatthours
2024-05-02T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59898,megawatthours
2024-05-02T10,PJM,"PJM Interconnection, LLC",D,Demand,73833,megawatthours
2024-05-02T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59746,megawatthours
2024-05-02T09,PJM,"PJM Interconnection, LLC",D,Demand,70770,megawatthours
2024-05-02T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60259,megawatthours
2024-05-02T08,PJM,"PJM Interconnection, LLC",D,Demand,70423,megawatthours
2024-05-02T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61457,megawatthours
2024-05-02T07,PJM,"PJM Interconnection, LLC",D,Demand,71145,megawatthours
2024-05-02T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63188,megawatthours
2024-05-02T06,PJM,"PJM Interconnection, LLC",D,Demand,73274,megawatthours
2024-05-02T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65747,megawatthours
2024-05-02T05,PJM,"PJM Interconnection, LLC",D,Demand,76677,megawatthours
2024-05-02T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69135,megawatthours
2024-05-02T04,PJM,"PJM Interconnection, LLC",D,Demand,81144,megawatthours
2024-05-02T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73392,megawatthours
2024-05-02T03,PJM,"PJM Interconnection, LLC",D,Demand,87664,megawatthours
2024-05-02T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76636,megawatthours
2024-05-02T02,PJM,"PJM Interconnection, LLC",D,Demand,94731,megawatthours
2024-05-02T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77179,megawatthours
2024-05-02T01,PJM,"PJM Interconnection, LLC",D,Demand,98331,megawatthours
2024-05-02T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78428,megawatthours
2024-05-02T00,PJM,"PJM Interconnection, LLC",D,Demand,100128,megawatthours
2024-05-01T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78770,megawatthours
2024-05-01T23,PJM,"PJM Interconnection, LLC",D,Demand,101972,megawatthours
2024-05-01T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78467,megawatthours
2024-05-01T22,PJM,"PJM Interconnection, LLC",D,Demand,102068,megawatthours
2024-05-01T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77563,megawatthours
2024-05-01T21,PJM,"PJM Interconnection, LLC",D,Demand,100177,megawatthours
2024-05-01T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76719,megawatthours
2024-05-01T20,PJM,"PJM Interconnection, LLC",D,Demand,97243,megawatthours
2024-05-01T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75670,megawatthours
2024-05-01T19,PJM,"PJM Interconnection, LLC",D,Demand,94826,megawatthours
2024-05-01T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74312,megawatthours
2024-05-01T18,PJM,"PJM Interconnection, LLC",D,Demand,93118,megawatthours
2024-05-01T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72693,megawatthours
2024-05-01T17,PJM,"PJM Interconnection, LLC",D,Demand,91410,megawatthours
2024-05-01T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71241,megawatthours
2024-05-01T16,PJM,"PJM Interconnection, LLC",D,Demand,89109,megawatthours
2024-05-01T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69884,megawatthours
2024-05-01T15,PJM,"PJM Interconnection, LLC",D,Demand,87410,megawatthours
2024-05-01T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68605,megawatthours
2024-05-01T14,PJM,"PJM Interconnection, LLC",D,Demand,86002,megawatthours
2024-05-01T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67351,megawatthours
2024-05-01T13,PJM,"PJM Interconnection, LLC",D,Demand,84971,megawatthours
2024-05-01T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64623,megawatthours
2024-05-01T12,PJM,"PJM Interconnection, LLC",D,Demand,82915,megawatthours
2024-05-01T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61260,megawatthours
2024-05-01T11,PJM,"PJM Interconnection, LLC",D,Demand,78852,megawatthours
2024-05-01T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59412,megawatthours
2024-05-01T10,PJM,"PJM Interconnection, LLC",D,Demand,74281,megawatthours
2024-05-01T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58383,megawatthours
2024-05-01T09,PJM,"PJM Interconnection, LLC",D,Demand,71753,megawatthours
2024-05-01T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58463,megawatthours
2024-05-01T08,PJM,"PJM Interconnection, LLC",D,Demand,71403,megawatthours
2024-05-01T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59889,megawatthours
2024-05-01T07,PJM,"PJM Interconnection, LLC",D,Demand,72258,megawatthours
2024-05-01T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61276,megawatthours
2024-05-01T06,PJM,"PJM Interconnection, LLC",D,Demand,74229,megawatthours
2024-05-01T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63134,megawatthours
2024-05-01T05,PJM,"PJM Interconnection, LLC",D,Demand,76934,megawatthours
2024-05-01T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66990,megawatthours
2024-05-01T04,PJM,"PJM Interconnection, LLC",D,Demand,80513,megawatthours
2024-05-01T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71823,megawatthours
2024-05-01T03,PJM,"PJM Interconnection, LLC",D,Demand,86225,megawatthours
2024-05-01T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75039,megawatthours
2024-05-01T02,PJM,"PJM Interconnection, LLC",D,Demand,92440,megawatthours
2024-05-01T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75949,megawatthours
2024-05-01T01,PJM,"PJM Interconnection, LLC",D,Demand,95779,megawatthours
2024-05-01T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77145,megawatthours
2024-05-01T00,PJM,"PJM Interconnection, LLC",D,Demand,96722,megawatthours
2024-04-30T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77267,megawatthours
2024-04-30T23,PJM,"PJM Interconnection, LLC",D,Demand,97820,megawatthours
2024-04-30T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76472,megawatthours
2024-04-30T22,PJM,"PJM Interconnection, LLC",D,Demand,98309,megawatthours
2024-04-30T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75445,megawatthours
2024-04-30T21,PJM,"PJM Interconnection, LLC",D,Demand,97008,megawatthours
2024-04-30T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74061,megawatthours
2024-04-30T20,PJM,"PJM Interconnection, LLC",D,Demand,95195,megawatthours
2024-04-30T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72949,megawatthours
2024-04-30T19,PJM,"PJM Interconnection, LLC",D,Demand,94185,megawatthours
2024-04-30T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71807,megawatthours
2024-04-30T18,PJM,"PJM Interconnection, LLC",D,Demand,92866,megawatthours
2024-04-30T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70993,megawatthours
2024-04-30T17,PJM,"PJM Interconnection, LLC",D,Demand,91290,megawatthours
2024-04-30T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69159,megawatthours
2024-04-30T16,PJM,"PJM Interconnection, LLC",D,Demand,89524,megawatthours
2024-04-30T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68197,megawatthours
2024-04-30T15,PJM,"PJM Interconnection, LLC",D,Demand,87427,megawatthours
2024-04-30T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67597,megawatthours
2024-04-30T14,PJM,"PJM Interconnection, LLC",D,Demand,86198,megawatthours
2024-04-30T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66858,megawatthours
2024-04-30T13,PJM,"PJM Interconnection, LLC",D,Demand,84977,megawatthours
2024-04-30T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64769,megawatthours
2024-04-30T12,PJM,"PJM Interconnection, LLC",D,Demand,83110,megawatthours
2024-04-30T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61152,megawatthours
2024-04-30T11,PJM,"PJM Interconnection, LLC",D,Demand,79244,megawatthours
2024-04-30T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59323,megawatthours
2024-04-30T10,PJM,"PJM Interconnection, LLC",D,Demand,74494,megawatthours
2024-04-30T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58364,megawatthours
2024-04-30T09,PJM,"PJM Interconnection, LLC",D,Demand,72755,megawatthours
2024-04-30T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58740,megawatthours
2024-04-30T08,PJM,"PJM Interconnection, LLC",D,Demand,72925,megawatthours
2024-04-30T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59444,megawatthours
2024-04-30T07,PJM,"PJM Interconnection, LLC",D,Demand,74324,megawatthours
2024-04-30T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60563,megawatthours
2024-04-30T06,PJM,"PJM Interconnection, LLC",D,Demand,76802,megawatthours
2024-04-30T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62477,megawatthours
2024-04-30T05,PJM,"PJM Interconnection, LLC",D,Demand,79535,megawatthours
2024-04-30T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65346,megawatthours
2024-04-30T04,PJM,"PJM Interconnection, LLC",D,Demand,84061,megawatthours
2024-04-30T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69175,megawatthours
2024-04-30T03,PJM,"PJM Interconnection, LLC",D,Demand,91230,megawatthours
2024-04-30T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71797,megawatthours
2024-04-30T02,PJM,"PJM Interconnection, LLC",D,Demand,98538,megawatthours
2024-04-30T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71903,megawatthours
2024-04-30T01,PJM,"PJM Interconnection, LLC",D,Demand,102717,megawatthours
2024-04-30T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71983,megawatthours
2024-04-30T00,PJM,"PJM Interconnection, LLC",D,Demand,104603,megawatthours
2024-04-29T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72210,megawatthours
2024-04-29T23,PJM,"PJM Interconnection, LLC",D,Demand,106409,megawatthours
2024-04-29T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71993,megawatthours
2024-04-29T22,PJM,"PJM Interconnection, LLC",D,Demand,106580,megawatthours
2024-04-29T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71945,megawatthours
2024-04-29T21,PJM,"PJM Interconnection, LLC",D,Demand,105218,megawatthours
2024-04-29T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71847,megawatthours
2024-04-29T20,PJM,"PJM Interconnection, LLC",D,Demand,102846,megawatthours
2024-04-29T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71972,megawatthours
2024-04-29T19,PJM,"PJM Interconnection, LLC",D,Demand,100475,megawatthours
2024-04-29T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71925,megawatthours
2024-04-29T18,PJM,"PJM Interconnection, LLC",D,Demand,98522,megawatthours
2024-04-29T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71918,megawatthours
2024-04-29T17,PJM,"PJM Interconnection, LLC",D,Demand,95556,megawatthours
2024-04-29T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71524,megawatthours
2024-04-29T16,PJM,"PJM Interconnection, LLC",D,Demand,92322,megawatthours
2024-04-29T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70991,megawatthours
2024-04-29T15,PJM,"PJM Interconnection, LLC",D,Demand,89106,megawatthours
2024-04-29T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69888,megawatthours
2024-04-29T14,PJM,"PJM Interconnection, LLC",D,Demand,86478,megawatthours
2024-04-29T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68539,megawatthours
2024-04-29T13,PJM,"PJM Interconnection, LLC",D,Demand,84268,megawatthours
2024-04-29T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65595,megawatthours
2024-04-29T12,PJM,"PJM Interconnection, LLC",D,Demand,81598,megawatthours
2024-04-29T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61315,megawatthours
2024-04-29T11,PJM,"PJM Interconnection, LLC",D,Demand,77243,megawatthours
2024-04-29T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58265,megawatthours
2024-04-29T10,PJM,"PJM Interconnection, LLC",D,Demand,71815,megawatthours
2024-04-29T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57571,megawatthours
2024-04-29T09,PJM,"PJM Interconnection, LLC",D,Demand,70304,megawatthours
2024-04-29T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58018,megawatthours
2024-04-29T08,PJM,"PJM Interconnection, LLC",D,Demand,69604,megawatthours
2024-04-29T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58929,megawatthours
2024-04-29T07,PJM,"PJM Interconnection, LLC",D,Demand,70426,megawatthours
2024-04-29T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60306,megawatthours
2024-04-29T06,PJM,"PJM Interconnection, LLC",D,Demand,72668,megawatthours
2024-04-29T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62559,megawatthours
2024-04-29T05,PJM,"PJM Interconnection, LLC",D,Demand,75152,megawatthours
2024-04-29T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65345,megawatthours
2024-04-29T04,PJM,"PJM Interconnection, LLC",D,Demand,79082,megawatthours
2024-04-29T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68657,megawatthours
2024-04-29T03,PJM,"PJM Interconnection, LLC",D,Demand,83669,megawatthours
2024-04-29T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70843,megawatthours
2024-04-29T02,PJM,"PJM Interconnection, LLC",D,Demand,88842,megawatthours
2024-04-29T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70603,megawatthours
2024-04-29T01,PJM,"PJM Interconnection, LLC",D,Demand,90952,megawatthours
2024-04-29T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70916,megawatthours
2024-04-29T00,PJM,"PJM Interconnection, LLC",D,Demand,90522,megawatthours
2024-04-28T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70918,megawatthours
2024-04-28T23,PJM,"PJM Interconnection, LLC",D,Demand,89892,megawatthours
2024-04-28T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70371,megawatthours
2024-04-28T22,PJM,"PJM Interconnection, LLC",D,Demand,88095,megawatthours
2024-04-28T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69299,megawatthours
2024-04-28T21,PJM,"PJM Interconnection, LLC",D,Demand,84621,megawatthours
2024-04-28T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68527,megawatthours
2024-04-28T20,PJM,"PJM Interconnection, LLC",D,Demand,81126,megawatthours
2024-04-28T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67886,megawatthours
2024-04-28T19,PJM,"PJM Interconnection, LLC",D,Demand,78354,megawatthours
2024-04-28T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67182,megawatthours
2024-04-28T18,PJM,"PJM Interconnection, LLC",D,Demand,76196,megawatthours
2024-04-28T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65851,megawatthours
2024-04-28T17,PJM,"PJM Interconnection, LLC",D,Demand,74602,megawatthours
