period,respondent,respondent-name,type,type-name,value,value-units
2024-04-11T05,PJM,"PJM Interconnection, LLC",D,Demand,72722,megawatthours
2024-04-11T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62510,megawatthours
2024-04-11T04,PJM,"PJM Interconnection, LLC",D,Demand,75587,megawatthours
2024-04-11T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65926,megawatthours
2024-04-11T03,PJM,"PJM Interconnection, LLC",D,Demand,80358,megawatthours
2024-04-11T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68316,megawatthours
2024-04-11T02,PJM,"PJM Interconnection, LLC",D,Demand,85307,megawatthours
2024-04-11T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68082,megawatthours
2024-04-11T01,PJM,"PJM Interconnection, LLC",D,Demand,87778,megawatthours
2024-04-11T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67563,megawatthours
2024-04-11T00,PJM,"PJM Interconnection, LLC",D,Demand,86840,megawatthours
2024-04-10T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67577,megawatthours
2024-04-10T23,PJM,"PJM Interconnection, LLC",D,Demand,85987,megawatthours
2024-04-10T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67167,megawatthours
2024-04-10T22,PJM,"PJM Interconnection, LLC",D,Demand,85654,megawatthours
2024-04-10T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67029,megawatthours
2024-04-10T21,PJM,"PJM Interconnection, LLC",D,Demand,84384,megawatthours
2024-04-10T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67080,megawatthours
2024-04-10T20,PJM,"PJM Interconnection, LLC",D,Demand,83636,megawatthours
2024-04-10T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67242,megawatthours
2024-04-10T19,PJM,"PJM Interconnection, LLC",D,Demand,82837,megawatthours
2024-04-10T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67092,megawatthours
2024-04-10T18,PJM,"PJM Interconnection, LLC",D,Demand,82976,megawatthours
2024-04-10T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67112,megawatthours
2024-04-10T17,PJM,"PJM Interconnection, LLC",D,Demand,83371,megawatthours
2024-04-10T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66830,megawatthours
2024-04-10T16,PJM,"PJM Interconnection, LLC",D,Demand,83268,megawatthours
2024-04-10T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67135,megawatthours
2024-04-10T15,PJM,"PJM Interconnection, LLC",D,Demand,83388,megawatthours
2024-04-10T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67242,megawatthours
2024-04-10T14,PJM,"PJM Interconnection, LLC",D,Demand,83272,megawatthours
2024-04-10T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66963,megawatthours
2024-04-10T13,PJM,"PJM Interconnection, LLC",D,Demand,82876,megawatthours
2024-04-10T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64891,megawatthours
2024-04-10T12,PJM,"PJM Interconnection, LLC",D,Demand,81373,megawatthours
2024-04-10T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60850,megawatthours
2024-04-10T11,PJM,"PJM Interconnection, LLC",D,Demand,77507,megawatthours
2024-04-10T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57913,megawatthours
2024-04-10T10,PJM,"PJM Interconnection, LLC",D,Demand,72212,megawatthours
2024-04-10T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58055,megawatthours
2024-04-10T09,PJM,"PJM Interconnection, LLC",D,Demand,69729,megawatthours
2024-04-10T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58661,megawatthours
2024-04-10T08,PJM,"PJM Interconnection, LLC",D,Demand,68624,megawatthours
2024-04-10T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59477,megawatthours
2024-04-10T07,PJM,"PJM Interconnection, LLC",D,Demand,69098,megawatthours
2024-04-10T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60084,megawatthours
2024-04-10T06,PJM,"PJM Interconnection, LLC",D,Demand,70482,megawatthours
2024-04-10T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61091,megawatthours
2024-04-10T05,PJM,"PJM Interconnection, LLC",D,Demand,71884,megawatthours
2024-04-10T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63589,megawatthours
2024-04-10T04,PJM,"PJM Interconnection, LLC",D,Demand,74790,megawatthours
2024-04-10T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66987,megawatthours
2024-04-10T03,PJM,"PJM Interconnection, LLC",D,Demand,79286,megawatthours
2024-04-10T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69363,megawatthours
2024-04-10T02,PJM,"PJM Interconnection, LLC",D,Demand,84235,megawatthours
2024-04-10T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69271,megawatthours
2024-04-10T01,PJM,"PJM Interconnection, LLC",D,Demand,87049,megawatthours
2024-04-10T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68462,megawatthours
2024-04-10T00,PJM,"PJM Interconnection, LLC",D,Demand,86214,megawatthours
2024-04-09T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68033,megawatthours
2024-04-09T23,PJM,"PJM Interconnection, LLC",D,Demand,85124,megawatthours
2024-04-09T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67465,megawatthours
2024-04-09T22,PJM,"PJM Interconnection, LLC",D,Demand,84264,megawatthours
2024-04-09T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67416,megawatthours
2024-04-09T21,PJM,"PJM Interconnection, LLC",D,Demand,82820,megawatthours
2024-04-09T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67673,megawatthours
2024-04-09T20,PJM,"PJM Interconnection, LLC",D,Demand,82339,megawatthours
2024-04-09T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67988,megawatthours
2024-04-09T19,PJM,"PJM Interconnection, LLC",D,Demand,82086,megawatthours
2024-04-09T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67939,megawatthours
2024-04-09T18,PJM,"PJM Interconnection, LLC",D,Demand,82121,megawatthours
2024-04-09T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67640,megawatthours
2024-04-09T17,PJM,"PJM Interconnection, LLC",D,Demand,81585,megawatthours
2024-04-09T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67887,megawatthours
2024-04-09T16,PJM,"PJM Interconnection, LLC",D,Demand,81328,megawatthours
2024-04-09T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68122,megawatthours
2024-04-09T15,PJM,"PJM Interconnection, LLC",D,Demand,81658,megawatthours
2024-04-09T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68227,megawatthours
2024-04-09T14,PJM,"PJM Interconnection, LLC",D,Demand,82152,megawatthours
2024-04-09T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67914,megawatthours
2024-04-09T13,PJM,"PJM Interconnection, LLC",D,Demand,83512,megawatthours
2024-04-09T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65837,megawatthours
2024-04-09T12,PJM,"PJM Interconnection, LLC",D,Demand,83789,megawatthours
2024-04-09T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61194,megawatthours
2024-04-09T11,PJM,"PJM Interconnection, LLC",D,Demand,80369,megawatthours
2024-04-09T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58734,megawatthours
2024-04-09T10,PJM,"PJM Interconnection, LLC",D,Demand,74289,megawatthours
2024-04-09T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58259,megawatthours
2024-04-09T09,PJM,"PJM Interconnection, LLC",D,Demand,71653,megawatthours
2024-04-09T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58248,megawatthours
2024-04-09T08,PJM,"PJM Interconnection, LLC",D,Demand,70321,megawatthours
2024-04-09T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58646,megawatthours
2024-04-09T07,PJM,"PJM Interconnection, LLC",D,Demand,70367,megawatthours
2024-04-09T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59176,megawatthours
2024-04-09T06,PJM,"PJM Interconnection, LLC",D,Demand,71308,megawatthours
2024-04-09T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60732,megawatthours
2024-04-09T05,PJM,"PJM Interconnection, LLC",D,Demand,72864,megawatthours
2024-04-09T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63635,megawatthours
2024-04-09T04,PJM,"PJM Interconnection, LLC",D,Demand,74949,megawatthours
2024-04-09T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66994,megawatthours
2024-04-09T03,PJM,"PJM Interconnection, LLC",D,Demand,79442,megawatthours
2024-04-09T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69593,megawatthours
2024-04-09T02,PJM,"PJM Interconnection, LLC",D,Demand,83948,megawatthours
2024-04-09T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69457,megawatthours
2024-04-09T01,PJM,"PJM Interconnection, LLC",D,Demand,86400,megawatthours
2024-04-09T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68915,megawatthours
2024-04-09T00,PJM,"PJM Interconnection, LLC",D,Demand,84781,megawatthours
2024-04-08T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68094,megawatthours
2024-04-08T23,PJM,"PJM Interconnection, LLC",D,Demand,82969,megawatthours
2024-04-08T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67576,megawatthours
2024-04-08T22,PJM,"PJM Interconnection, LLC",D,Demand,81580,megawatthours
2024-04-08T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67302,megawatthours
2024-04-08T21,PJM,"PJM Interconnection, LLC",D,Demand,80275,megawatthours
2024-04-08T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68362,megawatthours
2024-04-08T20,PJM,"PJM Interconnection, LLC",D,Demand,81777,megawatthours
2024-04-08T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69111,megawatthours
2024-04-08T19,PJM,"PJM Interconnection, LLC",D,Demand,81035,megawatthours
2024-04-08T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68995,megawatthours
2024-04-08T18,PJM,"PJM Interconnection, LLC",D,Demand,80493,megawatthours
2024-04-08T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69134,megawatthours
2024-04-08T17,PJM,"PJM Interconnection, LLC",D,Demand,80699,megawatthours
2024-04-08T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68956,megawatthours
2024-04-08T16,PJM,"PJM Interconnection, LLC",D,Demand,81609,megawatthours
2024-04-08T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68811,megawatthours
2024-04-08T15,PJM,"PJM Interconnection, LLC",D,Demand,82388,megawatthours
2024-04-08T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68640,megawatthours
2024-04-08T14,PJM,"PJM Interconnection, LLC",D,Demand,84309,megawatthours
2024-04-08T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68046,megawatthours
2024-04-08T13,PJM,"PJM Interconnection, LLC",D,Demand,86848,megawatthours
2024-04-08T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65781,megawatthours
2024-04-08T12,PJM,"PJM Interconnection, LLC",D,Demand,88502,megawatthours
2024-04-08T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61463,megawatthours
2024-04-08T11,PJM,"PJM Interconnection, LLC",D,Demand,85171,megawatthours
2024-04-08T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58444,megawatthours
2024-04-08T10,PJM,"PJM Interconnection, LLC",D,Demand,78437,megawatthours
2024-04-08T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56755,megawatthours
2024-04-08T09,PJM,"PJM Interconnection, LLC",D,Demand,73979,megawatthours
2024-04-08T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56873,megawatthours
2024-04-08T08,PJM,"PJM Interconnection, LLC",D,Demand,72444,megawatthours
2024-04-08T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57503,megawatthours
2024-04-08T07,PJM,"PJM Interconnection, LLC",D,Demand,71869,megawatthours
2024-04-08T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58584,megawatthours
2024-04-08T06,PJM,"PJM Interconnection, LLC",D,Demand,72102,megawatthours
2024-04-08T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60142,megawatthours
2024-04-08T05,PJM,"PJM Interconnection, LLC",D,Demand,72748,megawatthours
2024-04-08T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62116,megawatthours
2024-04-08T04,PJM,"PJM Interconnection, LLC",D,Demand,74433,megawatthours
2024-04-08T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64745,megawatthours
2024-04-08T03,PJM,"PJM Interconnection, LLC",D,Demand,77620,megawatthours
2024-04-08T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66870,megawatthours
2024-04-08T02,PJM,"PJM Interconnection, LLC",D,Demand,80770,megawatthours
2024-04-08T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66859,megawatthours
2024-04-08T01,PJM,"PJM Interconnection, LLC",D,Demand,82454,megawatthours
2024-04-08T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66310,megawatthours
2024-04-08T00,PJM,"PJM Interconnection, LLC",D,Demand,80047,megawatthours
2024-04-07T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66067,megawatthours
2024-04-07T23,PJM,"PJM Interconnection, LLC",D,Demand,77934,megawatthours
2024-04-07T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65067,megawatthours
2024-04-07T22,PJM,"PJM Interconnection, LLC",D,Demand,76730,megawatthours
2024-04-07T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64221,megawatthours
2024-04-07T21,PJM,"PJM Interconnection, LLC",D,Demand,75113,megawatthours
2024-04-07T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63839,megawatthours
2024-04-07T20,PJM,"PJM Interconnection, LLC",D,Demand,73861,megawatthours
2024-04-07T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63769,megawatthours
2024-04-07T19,PJM,"PJM Interconnection, LLC",D,Demand,73935,megawatthours
2024-04-07T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63675,megawatthours
2024-04-07T18,PJM,"PJM Interconnection, LLC",D,Demand,74397,megawatthours
2024-04-07T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63034,megawatthours
2024-04-07T17,PJM,"PJM Interconnection, LLC",D,Demand,75802,megawatthours
2024-04-07T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62488,megawatthours
2024-04-07T16,PJM,"PJM Interconnection, LLC",D,Demand,77182,megawatthours
2024-04-07T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61650,megawatthours
2024-04-07T15,PJM,"PJM Interconnection, LLC",D,Demand,78262,megawatthours
2024-04-07T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60265,megawatthours
2024-04-07T14,PJM,"PJM Interconnection, LLC",D,Demand,79078,megawatthours
2024-04-07T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59014,megawatthours
2024-04-07T13,PJM,"PJM Interconnection, LLC",D,Demand,80781,megawatthours
2024-04-07T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57722,megawatthours
2024-04-07T12,PJM,"PJM Interconnection, LLC",D,Demand,81575,megawatthours
2024-04-07T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56539,megawatthours
2024-04-07T11,PJM,"PJM Interconnection, LLC",D,Demand,80145,megawatthours
2024-04-07T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,55815,megawatthours
2024-04-07T10,PJM,"PJM Interconnection, LLC",D,Demand,77791,megawatthours
2024-04-07T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,55978,megawatthours
2024-04-07T09,PJM,"PJM Interconnection, LLC",D,Demand,76057,megawatthours
2024-04-07T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56413,megawatthours
2024-04-07T08,PJM,"PJM Interconnection, LLC",D,Demand,75644,megawatthours
2024-04-07T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57014,megawatthours
2024-04-07T07,PJM,"PJM Interconnection, LLC",D,Demand,75631,megawatthours
2024-04-07T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57954,megawatthours
2024-04-07T06,PJM,"PJM Interconnection, LLC",D,Demand,76034,megawatthours
2024-04-07T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58907,megawatthours
2024-04-07T05,PJM,"PJM Interconnection, LLC",D,Demand,77152,megawatthours
2024-04-07T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60515,megawatthours
2024-04-07T04,PJM,"PJM Interconnection, LLC",D,Demand,78901,megawatthours
2024-04-07T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62809,megawatthours
2024-04-07T03,PJM,"PJM Interconnection, LLC",D,Demand,81199,megawatthours
2024-04-07T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64051,megawatthours
2024-04-07T02,PJM,"PJM Interconnection, LLC",D,Demand,83412,megawatthours
2024-04-07T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63129,megawatthours
2024-04-07T01,PJM,"PJM Interconnection, LLC",D,Demand,84241,megawatthours
2024-04-07T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61932,megawatthours
2024-04-07T00,PJM,"PJM Interconnection, LLC",D,Demand,81938,megawatthours
2024-04-06T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61017,megawatthours
2024-04-06T23,PJM,"PJM Interconnection, LLC",D,Demand,79830,megawatthours
2024-04-06T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60179,megawatthours
2024-04-06T22,PJM,"PJM Interconnection, LLC",D,Demand,79368,megawatthours
2024-04-06T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59530,megawatthours
2024-04-06T21,PJM,"PJM Interconnection, LLC",D,Demand,79508,megawatthours
2024-04-06T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59519,megawatthours
2024-04-06T20,PJM,"PJM Interconnection, LLC",D,Demand,78942,megawatthours
2024-04-06T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59901,megawatthours
2024-04-06T19,PJM,"PJM Interconnection, LLC",D,Demand,79029,megawatthours
2024-04-06T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60553,megawatthours
2024-04-06T18,PJM,"PJM Interconnection, LLC",D,Demand,79798,megawatthours
2024-04-06T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61187,megawatthours
2024-04-06T17,PJM,"PJM Interconnection, LLC",D,Demand,80336,megawatthours
2024-04-06T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61982,megawatthours
2024-04-06T16,PJM,"PJM Interconnection, LLC",D,Demand,81862,megawatthours
2024-04-06T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62707,megawatthours
2024-04-06T15,PJM,"PJM Interconnection, LLC",D,Demand,83271,megawatthours
2024-04-06T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63194,megawatthours
2024-04-06T14,PJM,"PJM Interconnection, LLC",D,Demand,84524,megawatthours
2024-04-06T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63037,megawatthours
2024-04-06T13,PJM,"PJM Interconnection, LLC",D,Demand,86013,megawatthours
2024-04-06T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62037,megawatthours
2024-04-06T12,PJM,"PJM Interconnection, LLC",D,Demand,86146,megawatthours
2024-04-06T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60233,megawatthours
2024-04-06T11,PJM,"PJM Interconnection, LLC",D,Demand,84558,megawatthours
2024-04-06T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58839,megawatthours
2024-04-06T10,PJM,"PJM Interconnection, LLC",D,Demand,81800,megawatthours
2024-04-06T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58138,megawatthours
2024-04-06T09,PJM,"PJM Interconnection, LLC",D,Demand,80095,megawatthours
2024-04-06T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58353,megawatthours
2024-04-06T08,PJM,"PJM Interconnection, LLC",D,Demand,79513,megawatthours
2024-04-06T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58911,megawatthours
2024-04-06T07,PJM,"PJM Interconnection, LLC",D,Demand,79544,megawatthours
2024-04-06T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59944,megawatthours
2024-04-06T06,PJM,"PJM Interconnection, LLC",D,Demand,80495,megawatthours
2024-04-06T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61838,megawatthours
2024-04-06T05,PJM,"PJM Interconnection, LLC",D,Demand,81917,megawatthours
2024-04-06T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63936,megawatthours
2024-04-06T04,PJM,"PJM Interconnection, LLC",D,Demand,84476,megawatthours
2024-04-06T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66734,megawatthours
2024-04-06T03,PJM,"PJM Interconnection, LLC",D,Demand,87731,megawatthours
2024-04-06T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68591,megawatthours
2024-04-06T02,PJM,"PJM Interconnection, LLC",D,Demand,90666,megawatthours
2024-04-06T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68106,megawatthours
2024-04-06T01,PJM,"PJM Interconnection, LLC",D,Demand,92023,megawatthours
2024-04-06T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67465,megawatthours
2024-04-06T00,PJM,"PJM Interconnection, LLC",D,Demand,90320,megawatthours
2024-04-05T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67288,megawatthours
2024-04-05T23,PJM,"PJM Interconnection, LLC",D,Demand,88598,megawatthours
2024-04-05T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67089,megawatthours
2024-04-05T22,PJM,"PJM Interconnection, LLC",D,Demand,87903,megawatthours
2024-04-05T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67023,megawatthours
2024-04-05T21,PJM,"PJM Interconnection, LLC",D,Demand,88198,megawatthours
2024-04-05T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67266,megawatthours
2024-04-05T20,PJM,"PJM Interconnection, LLC",D,Demand,88343,megawatthours
2024-04-05T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67880,megawatthours
2024-04-05T19,PJM,"PJM Interconnection, LLC",D,Demand,89349,megawatthours
2024-04-05T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68371,megawatthours
2024-04-05T18,PJM,"PJM Interconnection, LLC",D,Demand,89428,megawatthours
2024-04-05T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68645,megawatthours
2024-04-05T17,PJM,"PJM Interconnection, LLC",D,Demand,90160,megawatthours
2024-04-05T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69238,megawatthours
2024-04-05T16,PJM,"PJM Interconnection, LLC",D,Demand,91181,megawatthours
2024-04-05T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70288,megawatthours
2024-04-05T15,PJM,"PJM Interconnection, LLC",D,Demand,91870,megawatthours
2024-04-05T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71389,megawatthours
2024-04-05T14,PJM,"PJM Interconnection, LLC",D,Demand,92732,megawatthours
2024-04-05T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72129,megawatthours
2024-04-05T13,PJM,"PJM Interconnection, LLC",D,Demand,94391,megawatthours
2024-04-05T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70227,megawatthours
2024-04-05T12,PJM,"PJM Interconnection, LLC",D,Demand,94737,megawatthours
2024-04-05T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65755,megawatthours
2024-04-05T11,PJM,"PJM Interconnection, LLC",D,Demand,91156,megawatthours
2024-04-05T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62176,megawatthours
2024-04-05T10,PJM,"PJM Interconnection, LLC",D,Demand,84907,megawatthours
2024-04-05T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60728,megawatthours
2024-04-05T09,PJM,"PJM Interconnection, LLC",D,Demand,81055,megawatthours
2024-04-05T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60722,megawatthours
2024-04-05T08,PJM,"PJM Interconnection, LLC",D,Demand,79630,megawatthours
2024-04-05T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61053,megawatthours
2024-04-05T07,PJM,"PJM Interconnection, LLC",D,Demand,79882,megawatthours
2024-04-05T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62018,megawatthours
2024-04-05T06,PJM,"PJM Interconnection, LLC",D,Demand,80799,megawatthours
2024-04-05T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63667,megawatthours
2024-04-05T05,PJM,"PJM Interconnection, LLC",D,Demand,82717,megawatthours
2024-04-05T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66381,megawatthours
2024-04-05T04,PJM,"PJM Interconnection, LLC",D,Demand,85568,megawatthours
2024-04-05T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69268,megawatthours
2024-04-05T03,PJM,"PJM Interconnection, LLC",D,Demand,88519,megawatthours
2024-04-05T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71438,megawatthours
2024-04-05T02,PJM,"PJM Interconnection, LLC",D,Demand,92319,megawatthours
2024-04-05T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71076,megawatthours
2024-04-05T01,PJM,"PJM Interconnection, LLC",D,Demand,94314,megawatthours
2024-04-05T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69999,megawatthours
2024-04-05T00,PJM,"PJM Interconnection, LLC",D,Demand,92709,megawatthours
2024-04-04T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69293,megawatthours
2024-04-04T23,PJM,"PJM Interconnection, LLC",D,Demand,90567,megawatthours
2024-04-04T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68922,megawatthours
2024-04-04T22,PJM,"PJM Interconnection, LLC",D,Demand,89790,megawatthours
2024-04-04T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68852,megawatthours
2024-04-04T21,PJM,"PJM Interconnection, LLC",D,Demand,89234,megawatthours
2024-04-04T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69036,megawatthours
2024-04-04T20,PJM,"PJM Interconnection, LLC",D,Demand,89018,megawatthours
2024-04-04T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69554,megawatthours
2024-04-04T19,PJM,"PJM Interconnection, LLC",D,Demand,89314,megawatthours
2024-04-04T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69925,megawatthours
